IntID#,REF,Journal,Group,Class,Order,Genus,species,Light,Light2,Temp,Salinity,Nutrient,Container,Treat1,Treat2,Media,Data,sumSAFA,sumMUFA,sumPUFA,c18.2w6,c18.3w6,c18.3w3,c18.4w3,c18.5w3,c20.4w6,c20.5w3,c22.6w3
367,George2008,Aquaculture,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,tertiolecta,NA,24,19.5,32,Replete,0.5-1-L-Flask,,,f/2,prop,38.6,16.4,44.4,6.3,0,24.9,1.9,0,0,0.5,0.2
368,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,salina,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,34.9,44.6,19.9,1.9,0,0.1,0,0,2.2,12.4,0
369,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,oculata,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,38.3,33.9,28.3,1.4,0,0.1,0.1,0,3.9,17.8,0
370,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,gaditana,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,25.8,46.1,26.6,0.7,0,0.2,0.1,0,1.9,17.2,0.3
371,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,sp,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,40.8,41.2,17.9,0.7,0,0.1,0,0,2.5,12.1,0
372,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,atomus,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,24.9,15.3,59.7,18.3,0,21.3,0,0,0.6,0,0.1
373,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,maculata,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,31.6,11.3,55.9,16.7,0,19.4,0,0,0.5,0.2,0.1
374,Mourente1990,Hydrobio,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloris,sp,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,30.4,10.8,61,25.6,0,15.3,0,0,0,0.2,0.7
375,Mourente1990,Hydrobio,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,autotrophica,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,23,16.4,58.9,11.9,0,24.3,0,0,0.1,0.1,0.1
376,Mourente1990,Hydrobio,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,stigmatophora,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,27.1,15.6,54.9,10.5,0,18.4,2.5,0,0.3,2.9,0.2
377,Mourente1990,Hydrobio,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,salina,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,15.6,41.1,42.2,6.3,0,15.6,0.4,0,0,0.2,0.2
378,Mourente1990,Hydrobio,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,33.6,26.9,38.5,9.6,0,7.1,9.8,0,0.2,0.8,6.9
379,Mourente1990,Hydrobio,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,galbana,69,24,20,32,Replete,2L-Flask,,,mod-f/2,prop,16.2,28.5,46.9,2.5,0,11.4,8.5,0,0.2,3.9,0
380,Reitan1994,Jphyc,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,29.82107356,23.45924453,45.92445328,1.590457256,0,0.795228628,3.180914513,0.596421471,0.596421471,26.24254473,5.168986083
381,Reitan1994,Jphyc,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,31.10571081,34.7509113,33.17132442,2.430133657,0,0.364520049,2.187120292,1.336573512,0.243013366,21.74969623,2.430133657
382,Reitan1994,Jphyc,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,28.0876494,22.31075697,43.62549801,0.996015936,0,0.199203187,2.788844622,0.597609562,5.378486056,20.11952191,5.378486056
383,Reitan1994,Jphyc,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,32.71221532,24.32712215,37.37060041,2.070393375,0,0.310559006,2.173913043,0.310559006,8.695652174,15.52795031,3.002070393
384,Reitan1994,Jphyc,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,galbana,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,25.99009901,23.01980198,48.63861386,8.53960396,0,4.455445545,15.34653465,0,0,0.866336634,19.43069307
385,Reitan1994,Jphyc,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,galbana,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,31.79091688,30.33419023,37.18937446,5.227077978,0,4.11311054,11.31105398,0,0.942587832,0.257069409,15.33847472
386,Reitan1994,Jphyc,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,25.05938242,19.83372922,53.9192399,2.137767221,0,2.137767221,4.988123515,0,0.475059382,28.26603325,15.43942993
387,Reitan1994,Jphyc,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,27.0979021,23.86363636,48.42657343,2.534965035,0,2.01048951,4.370629371,0,1.923076923,22.63986014,14.51048951
388,Reitan1994,Jphyc,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,sp,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,18.62068966,30.34482759,50.57471264,6.436781609,0,14.48275862,8.965517241,0,1.379310345,10.8045977,0.459770115
389,Reitan1994,Jphyc,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,sp,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,21.5010142,45.84178499,31.23732252,3.651115619,0,8.722109533,3.651115619,0,1.014198783,9.330628803,0
390,Reitan1994,Jphyc,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,atomus,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,33.19057816,26.76659529,38.75802998,4.282655246,0,4.925053533,1.284796574,0,7.922912206,19.27194861,0.428265525
391,Reitan1994,Jphyc,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,atomus,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,32.63473054,36.82634731,29.94011976,7.185628743,0,7.48502994,1.19760479,0,3.293413174,9.580838323,0
392,Reitan1994,Jphyc,Dinophyta,Dinophyceae,Dinotrichales,Gymnodinium,sp,80,24,24,32,Limited,5L-Flask,0.5-P-lim,,f/2,prop,18.07747489,9.612625538,69.72740316,1.43472023,0,4.017216643,12.05164993,3.730272597,3.012912482,13.19942611,30.98995696
393,Reitan1994,Jphyc,Dinophyta,Dinophyceae,Dinotrichales,Gymnodinium,sp,80,24,24,32,Limited,5L-Flask,0.05-P-lim,,f/2,prop,17.89940828,9.467455621,70.1183432,1.775147929,0,3.550295858,13.31360947,4.289940828,2.958579882,12.72189349,30.32544379
394,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-1,1,f/2,prop,39.2,32.9,27.9,0,0,0.9,2.2,0,1.3,8.6,0
395,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-2,2,f/2,prop,38.1,34.9,27,0,1.2,1.3,2.5,0,0,8.9,0
396,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-3,3,f/2,prop,41.1,31.9,27,0.5,2.3,1.7,1.9,0,0,9.6,0.7
397,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-4,4,f/2,prop,42.4,33.5,24.1,0.6,2.3,1.6,1.8,0,0,8.5,0.5
398,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-5,5,f/2,prop,41.9,33.3,24.8,0.6,2.4,1.5,1.4,0,0,8.9,0.7
399,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-6,6,f/2,prop,39.2,32.1,28.7,0.8,2.9,1.6,1.4,0,0,10.3,0.9
400,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Replete,3L-Flask,Day-7,7,f/2,prop,42.9,33.4,23.7,0.7,2.3,1.2,0.9,0,0,8.4,0.6
401,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-8,8,f/2,prop,41.3,32.8,25.9,0.8,2.3,1.1,1.3,0,0.5,8.7,0.7
402,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-9,9,f/2,prop,42.7,33.8,23.5,0.8,2.4,1.1,0.8,0,0,8.3,0.7
403,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-10,10,f/2,prop,43.2,34,22.8,0.8,2.3,1.1,0.9,0,0,8.2,0.7
404,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-12,12,f/2,prop,41.8,34,24.2,0.8,2.3,1.1,1.2,0,0,8.3,0.7
405,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-14,14,f/2,prop,45.3,34.6,20.1,0.7,1.7,0.9,1.5,0,0,6.7,0.6
406,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-16,16,f/2,prop,43.9,34.9,21.2,0.8,1.4,0.9,1.9,0,0,7.3,0.7
407,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-18,18,f/2,prop,45,35.1,19.9,0.7,1.2,0.8,2.2,0,0,6.9,0.6
408,Liang2006,BotMar,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,muelleri,150,24,18,32,Limited,3L-Flask,Day-20,20,f/2,prop,45.1,35.7,19.2,0.7,1.1,0.8,1.9,0,0,7.1,0.6
409,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-1,1,f/2,prop,37.1,33.2,29.7,1,0.4,0.9,2.3,0,0,15,1.1
410,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-2,2,f/2,prop,29,28,43,1.7,0.6,1,3.1,0,0,22.8,2.3
411,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-3,3,f/2,prop,29.6,28.1,42.3,2.6,0.7,0.9,3.6,0,0,22.3,1.7
412,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-4,4,f/2,prop,31.3,28.6,40.1,2.4,0.5,0.9,3.5,0,0,22.5,1.8
413,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-5,5,f/2,prop,30.9,31.9,37.2,2.1,0.5,1,3,0,0,21.7,1.5
414,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-6,6,f/2,prop,30.8,34.5,34.7,1.7,0.5,1.5,2.5,0,0,20.6,1.3
415,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Replete,3L-Flask,Day-7,7,f/2,prop,29.8,36.8,33.4,1.4,0.5,1.7,2.2,0,0,20,1.1
416,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Limited,3L-Flask,Day-8,8,f/2,prop,29.9,39.2,30.9,1.4,0.4,1.6,2.1,0,0,18.4,0.9
417,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Limited,3L-Flask,Day-9,9,f/2,prop,29.4,39.6,31,1.2,0.4,1.5,2.3,0,0,18.4,1
418,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Limited,3L-Flask,Day-10,10,f/2,prop,29.6,40.6,29.8,1.1,0,1.3,2.3,0,0,17.8,1
419,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Limited,3L-Flask,Day-20,20,f/2,prop,30,47.6,22.4,0.8,0.4,1.2,1.1,0,0,14.2,0.7
420,Liang2006,BotMar,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,150,24,18,32,Limited,3L-Flask,Day-30,30,f/2,prop,34,51.4,14.6,0.7,0.3,1,0.9,0,0,8.9,0.3
421,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Replete,NA,Early,,f/2,prop,13.40482574,16.3538874,70.24128686,1.072386059,0.536193029,0.536193029,2.144772118,0,0.536193029,23.05630027,6.434316354
422,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Replete,NA,Mid,,f/2,prop,13.48314607,16.99438202,69.24157303,1.54494382,0.421348315,0.421348315,3.370786517,0,0.561797753,25,5.898876404
423,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Replete,NA,Late,,f/2,prop,16.38418079,20.33898305,63.27683616,1.412429379,0.564971751,0.847457627,2.824858757,0,0.282485876,22.88135593,4.802259887
424,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Limited,NA,Senescent,,f/2,prop,12.5,17.98469388,69.51530612,1.785714286,0.510204082,1.275510204,1.530612245,0,0.510204082,24.10714286,6.12244898
425,Jonasdottir1994,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,NA,14,16,32,Replete,NA,Early,,f/2,prop,8.833151581,12.75899673,78.40785169,0.654307525,0,12.86804798,37.2955289,0,0,15.04907306,8.833151581
426,Jonasdottir1994,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,NA,14,16,32,Replete,NA,Late,,f/2,prop,7.305034551,9.476801579,82.92201382,0.691016782,0,14.90621915,33.26752221,0,0,18.46001974,12.53701876
427,Jonasdottir1994,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,NA,14,16,32,Limited,NA,Senescent,,f/2,prop,6.804733728,9.072978304,84.12228797,0.394477318,0,13.4122288,38.06706114,0,0,18.14595661,9.960552268
428,Jonasdottir1994,MarBio,Dinophyta,Dinophyceae,Prorocentrales,Prorocentrum,minimum,NA,14,16,32,Replete,NA,Early,,f/2,prop,16.88596491,7.675438596,74.34210526,1.535087719,0,1.535087719,8.771929825,42.10526316,0.657894737,1.754385965,17.54385965
429,Jonasdottir1994,MarBio,Dinophyta,Dinophyceae,Prorocentrales,Prorocentrum,minimum,NA,14,16,32,Replete,NA,Late,,f/2,prop,14.35079727,5.69476082,79.04328018,1.59453303,0,1.59453303,9.567198178,43.96355353,0.227790433,2.733485194,19.13439636
430,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Replete,NA,Early,,f/2,prop,17.76315789,16.22807018,66.00877193,1.315789474,0,0.657894737,3.728070175,0,0,26.09649123,6.359649123
431,Jonasdottir1994,MarBio,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,NA,14,16,32,Limited,NA,Senescent,,f/2,prop,21.47435897,18.26923077,60.25641026,1.602564103,0,0.320512821,3.525641026,0,0,25,5.128205128
432,Jonasdottir1994,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,NA,14,16,32,Replete,NA,Early,,f/2,prop,16.00997506,13.91521197,70.07481297,1.14713217,0,13.96508728,31.72069825,0,0,13.96508728,7.431421446
433,Jonasdottir1994,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,NA,14,16,32,Limited,NA,Senescent,,f/2,prop,11.55977831,8.867775139,79.57244656,0.237529691,0,12.98495645,29.77038797,0,0,20.03167063,10.6888361
434,Veloza2006,MarBio,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,tertiolecta,NA,12,19,32,Replete,1L-Flask,,,f/2,prop,17.72151899,12.65822785,69.62025316,1.265822785,3.797468354,36.70886076,1.265822785,0,0,0,0
435,Veloza2006,MarBio,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,salina,NA,12,19,32,Replete,1L-Flask,,,f/2,prop,33.04347826,8.260869565,58.69565217,7.826086957,0.434782609,0.434782609,18.26086957,0,0.434782609,5.652173913,6.086956522
436,Schwenk2013,AquaEcol,Dinophyta,Dinophyceae,Dinotrichales,Gymnodinium,sp,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,53.85321101,27.79816514,18.34862385,1.926605505,0,0,0,0,0,1.651376147,14.7706422
437,Schwenk2013,AquaEcol,Dinophyta,Dinophyceae,Peridinales,Scrippsiella,hangoei,100,16,4,6,Replete,8L-Bottle,,,f/2,prop,43.38842975,7.713498623,48.89807163,2.754820937,1.101928375,1.101928375,0,0,0,2.066115702,41.87327824
438,Schwenk2013,AquaEcol,Dinophyta,Dinophyceae,Peridinales,Scrippsiella,hangoei,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,30.78778135,14.95176849,54.26045016,11.13344051,0.803858521,2.331189711,0,0,0,0.884244373,39.06752412
439,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,baltica,100,16,4,6,Replete,8L-Bottle,,,f/2,prop,61.01083032,7.581227437,31.40794224,0,0,0,0,0,0,20.2166065,3.610108303
440,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,baltica,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,25.40291635,53.18495779,21.41212586,1.34305449,0.575594781,0.153491942,0,0,0,13.08518803,1.34305449
441,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,100,16,4,6,Replete,8L-Bottle,,,f/2,prop,58.95117541,22.06148282,18.98734177,0,0,0,0,0,0,7.414104882,4.882459313
442,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,35.07320178,32.08147677,32.84532145,0.954805856,0.254614895,0.318268619,0,0,0,15.72246976,4.583068109
443,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Melosirales,Melosira,arctica,100,16,4,6,Replete,8L-Bottle,,,f/2,prop,53.72848948,16.25239006,30.01912046,3.059273423,0,3.4416826,0,0,0,10.3250478,3.824091778
444,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Melosirales,Melosira,arctica,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,24.94469027,54.59070796,20.46460177,1.603982301,0.165929204,0.663716814,0,0,0,12.6659292,1.272123894
445,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros ,wighamii,100,16,4,6,Replete,8L-Bottle,,,f/2,prop,83.02469136,13.27160494,3.703703704,0,0,0,0,0,0,0,0
446,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros ,wighamii,100,16,4,6,Limited,8L-Bottle,N-,,f/2,prop,35.56895252,50.52750565,13.90354182,1.168048229,1.582516956,0,0,0,0,3.692539563,0.414468726
447,Schwenk2013,AquaEcol,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcus,sp,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,42.31027535,42.04163868,15.64808596,4.231027535,0.604432505,4.701141706,2.484889187,0,0,0.067159167,0.201477502
448,Schwenk2013,AquaEcol,Cyanobacteria,Cyanophyceae,Nostocales,Nodularia,spumigena,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,44.97716895,38.81278539,16.21004566,5.02283105,2.054794521,7.534246575,0.228310502,0,0,0.684931507,0.228310502
449,Schwenk2013,AquaEcol,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,52.57623554,7.78128286,39.6424816,5.362776025,3.049421661,5.257623554,13.77497371,0,0,1.261829653,7.886435331
450,Schwenk2013,AquaEcol,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,48.00367141,13.07939422,38.91693437,6.103717302,0.734281781,2.661771455,6.424965581,0,0.091785223,0.550711335,20.05507113
451,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,sp,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,31.83220234,22.27020358,45.89759408,14.43553362,2.529302899,23.31893893,0.123380629,0,1.850709439,0.80197409,0
452,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,sp,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,23.53176189,8.549740312,67.9184978,8.310027966,1.318417899,48.38194167,0.039952058,0,2.996404315,1.957650819,0
453,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Sphaeropleales,Monoraphidium,contortum,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,21.37030995,10.60358891,68.02610114,6.03588907,1.141924959,53.50734095,0.489396411,0,0,0.652528548,0
454,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Sphaeropleales,Monoraphidium,contortum,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,20.78103208,63.9702464,15.24872152,2.835890284,0.278940028,8.647140865,0.836820084,0,0,0.232450023,0.278940028
455,Schwenk2013,AquaEcol,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,32.10091344,40.53936494,27.35972162,6.829056111,0.521966072,4.393214441,4.567203132,0,0.260983036,0.304480209,8.9169204
456,Schwenk2013,AquaEcol,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,37.95003674,19.61792799,42.43203527,10.36002939,1.469507715,11.13152094,12.74797943,0,0.183688464,1.102130786,2.645113887
457,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,42.57142857,22,35.42857143,2.285714286,1.142857143,0.571428571,3.142857143,0,0.571428571,22,1.428571429
458,Schwenk2013,AquaEcol,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,49.02740937,36.11847922,14.85411141,0.707338638,0.397877984,0.442086649,0.17683466,0,0.08841733,9.416445623,2.387267905
459,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,32.36151603,19.09620991,48.54227405,4.518950437,0.145772595,38.62973761,0,0,0.29154519,0.29154519,0
460,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,25.66572238,55.41076487,18.92351275,5.552407932,0.141643059,9.376770538,0.45325779,0,0,0.169971671,0
461,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,6,Replete,8L-Bottle,,,f/2,prop,39.75708502,30.60728745,29.63562753,3.076923077,0.971659919,0.24291498,0,0,0.32388664,18.3805668,2.995951417
462,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,6,Limited,8L-Bottle,N-,,f/2,prop,44.85981308,45.54845057,9.59173635,0.81160846,1.155927201,0,0,0,0.049188392,6.074766355,0.664043286
463,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,35,Replete,5L-Flask,,,f/2,prop,54.7029703,23.63861386,21.65841584,0.495049505,0.866336634,0.495049505,0,0,0.99009901,13.61386139,2.599009901
464,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,35,Limited,5L-Flask,N-,,f/2,prop,45.35227946,36.8857312,17.76198934,0.592066311,1.53937241,0.177619893,0,0,1.598579041,11.07164002,1.598579041
465,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,35,Replete,5L-Flask,,,f/2,prop,40.40862656,16.34506243,43.24631101,5.448354143,0,6.469920545,7.377979569,0,0,0.794551646,13.96140749
466,Schwenk2013,AquaEcol,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,100,16,18,35,Limited,5L-Flask,N-,,f/2,prop,39.67078189,30.04115226,30.28806584,7.325102881,0.24691358,4.279835391,2.551440329,0,0.164609053,0.411522634,11.27572016
467,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,salina,100,16,18,35,Replete,5L-Flask,,,f/2,prop,36.71933785,33.1075997,30.17306245,2.031602709,0.376222724,0.225733634,0,0,0.300978179,21.67042889,2.106847254
468,Schwenk2013,AquaEcol,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,salina,100,16,18,35,Limited,5L-Flask,N-,,f/2,prop,38.98252185,49.56304619,11.45443196,1.373283396,0.686641698,0.187265918,0,0,0.312109863,7.397003745,0.655430712
